■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2022-01-20,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202101~202106   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2021년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
525,구멍동서지간 무삭제,2021-06-13,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
525,육체의 맛 무삭제,2021-06-22,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
525,사위 사랑은 장모 무삭제,2020-05-07,"6,000",0.0%,"103,000",1,21,1,1,한국,한국,(주)영화사가을
525,젊은 장모,2018-02-02,"6,000",0.0%,"727,000",1,124,1,1,한국,한국,스마일컨텐츠
525,우리 선희,2013-09-12,"8,000",0.0%,"533,490,900",1,"69,155",1,1,한국,한국,"(주)영화제작전원사 ,(주)영화사 조제"
525,천당의 밤과 안개,2018-11-29,"9,000",0.0%,"4,287,200",1,421,1,1,한국,한국,주식회사 마운틴픽쳐스
525,"구름의 저편, 약속의 장소",2017-02-28,"8,000",0.0%,"37,033,870",1,"5,040",1,1,일본,일본,"(주)미디어캐슬,(주)삼지애니메이션"
525,샤레이드,,"3,000",0.0%,"19,956,000",1,"5,787",1,1,,,
525,괜찮아 몽정이야 무삭제,2021-06-16,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,윤스
525,달콤한 처제 무삭제,2021-06-16,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,윤스
525,우리 바꿔서 할래요?,2021-06-18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)더레드엔터테인먼트
525,부동산 실장님은 단백질 도둑녀,2021-06-29,"1,000",0.0%,"1,000",1,1,1,1,일본,일본,주식회사 미콘
525,어린 와이프,2021-06-23,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,흥건한 유부녀들,2021-06-24,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,외로운 장모를 위로하는 대물 사위,2021-06-23,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,처제의 손기술,2021-06-24,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,거유 칸나의 질펀한 서비스,2021-06-24,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,히나미 렌:핫바디 여의사,2021-06-23,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,음란병원:간호사의 이중생활,2021-06-23,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,블러드 발렌타인,,"1,000",0.0%,"1,000",1,1,1,1,태국,태국,
525,바람난 와이프,2021-06-22,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)영화사히트
525,이웃집 아내를 탐하다,2021-06-22,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)영화사히트
525,슬기로운불륜생활-무삭제,2021-06-24,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)메이크아트
525,밝히는자매들,2021-06-11,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,스마일컨텐츠
525,사위는 내 남친,2021-07-09,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영진크리에이티브
525,흥건한 며느리,2021-06-16,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,음란진료,2021-06-16,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,새엄마:애첩일기,2021-06-16,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,남편 상사의 거부할 수 없는 제안,2021-06-14,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,예쁜 아줌마들의 사정,2021-06-14,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,발정난후배:몸으로교육하기,2021-06-14,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,몸으로 로비하는 여자,2021-06-15,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,가슴 큰 새엄마 루미,2021-06-15,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,음란한 제수씨를 위한 마사지,2021-06-15,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,술 취한 여자의 매혹적인 유혹,2021-06-15,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,엄마 친구의 아찔한 유혹,2021-06-14,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
525,새엄마는에로배우-무삭제,2021-06-16,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,스마일컨텐츠
525,아찔한 형수,2021-06-10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트
525,어쩌다 스와핑,2021-06-10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트
525,어쩌다 하룻밤,2021-06-15,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트
525,승하의 벗방,2021-06-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트
525,발칙한 밀애,2021-06-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트
525,구해줘! 원나잇,2021-06-14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트
525,싸네 마네,2021-06-14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트
525,구멍자매,,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,케이엘 픽쳐스
525,마사지의 신,2021-06-09,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)룬컴퍼니
525,히어로즈 앤 카워즈,,"1,000",0.0%,"1,000",1,1,1,1,독일,독일,
525,모녀의 교환섹스,2021-06-04,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어
525,누드싱어,,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,엔트리커뮤니케이션즈
525,열쇠는 열쇠 구멍으로,2021-06-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)룬컴퍼니
525,단편1: K-하이퍼리얼리즘,,"5,000",0.0%,"115,000",1,17,1,1,한국,한국,
525,덫 : 그녀의 구멍,2021-06-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)룬컴퍼니
525,적호서생,2021-04-29,"5,000",0.0%,"30,672,640",1,"4,374",1,1,중국,중국,찬란
525,섹스 끝판왕 2,,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,케이엘 픽쳐스
525,백조의 사기수업,,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,케이엘 픽쳐스
525,돌싱 동창생,2021-06-11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영진크리에이티브
525,야한 아내:남편 친구 맛보기 무삭제판,2021-06-28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영진크리에이티브
525,성적은 크기순이 아니잖아 - 무삭제판,2021-06-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
587,티토와 새,,0,0.0%,"165,000",0,45,1,1,브라질,브라질,
587,다시 만난 날들,2020-09-24,0,0.0%,"38,199,780",0,"4,282",1,1,한국,한국,(주)영화사오원
587,더 컨덕터,2019-11-14,0,0.0%,"92,951,420",0,"11,107",1,1,네덜란드,네덜란드,(주)라이크콘텐츠
587,밥정,2020-10-07,0,0.0%,"129,030,940",0,"16,425",1,1,한국,한국,(주)엣나인필름
587,지상에서 영원으로,2016-09-29,0,0.0%,"7,253,500",0,757,1,1,영국,영국,주식회사 드림크리에이션
587,상속녀,,0,0.0%,"1,633,000",0,194,1,1,기타,기타,
587,라스트 씬,2019-12-12,0,0.0%,"3,011,000",0,467,1,1,한국,한국,(주)시네마달
587,반드시 크게 들을 것 2 : Wild Days,2012-11-22,0,0.0%,"14,684,800",0,"2,009",1,1,한국,한국,㈜인디스토리
587,시 읽는 시간,2021-03-25,0,0.0%,"4,033,900",0,597,1,1,한국,한국,(주)마노엔터테인먼트
587,본 투 비 블루,2016-06-09,0,0.0%,"771,087,624",0,"94,622",1,1,캐나다,"캐나다,영국,미국",그린나래미디어(주)
587,피아니스트의 전설,2020-01-01,0,0.0%,"395,059,462",0,"49,573",1,1,이탈리아,이탈리아,(주)라이크콘텐츠
587,박봉곤 가출사건,1996-09-21,0,0.0%,0,0,0,1,2,한국,한국,
587,죽이는 이야기,1998-01-01,0,0.0%,0,0,0,1,2,한국,한국,
587,"명성, 그 6일의 기록",,0,0.0%,"107,500",0,22,1,2,한국,한국,시네마달
587,파란대문,1998-10-31,0,0.0%,0,0,0,1,2,한국,한국,
587,인디서울-김소형 감독 단편선 기획전,,0,0.0%,0,0,0,1,1,한국,한국,
587,섹알마문감독 특별기획전,,0,0.0%,0,0,0,1,1,한국,한국,
587,암살자들,2021-08-12,0,0.0%,0,0,0,1,1,미국,미국,"주식회사 왓챠,주식회사 더쿱"
587,무너진 도시,,0,0.0%,0,0,0,1,2,중국,중국,
587,크로싱 헤네시,,0,0.0%,0,0,0,1,2,홍콩,홍콩,
587,동정에 중독된 남자,,0,0.0%,0,0,0,1,1,그리스,그리스,
587,나일강의 소녀들,,0,0.0%,0,0,0,1,1,프랑스,프랑스,
587,성적표의 김민영,,0,0.0%,0,0,0,1,1,한국,한국,
587,단편7: 어제에 대해 말하자면,,0,0.0%,"87,000",0,13,1,1,한국,한국,
587,아가,,0,0.0%,0,0,0,1,1,불가리아,불가리아,
합계,,,"47,026,583,590",,"422,708,571,407","4,927,991","49,990,534","17,678","405,457",,,
,,,,,,,,,,,,
● 2021년 05월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
1,분노의 질주: 더 얼티메이트,2021-05-19,"17,277,980,580",42.1%,"17,277,980,580","1,790,652","1,790,652","2,297","83,931",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2,크루엘라,2021-05-26,"3,039,545,310",7.4%,"3,039,545,310","330,211","330,211","1,184","19,232",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
3,비와 당신의 이야기,2021-04-28,"2,945,952,300",7.2%,"3,633,209,850","314,868","398,407",957,"34,683",한국,한국,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티"
4,더 스파이,2021-04-28,"2,329,329,840",5.7%,"2,836,300,130","245,413","307,441",710,"27,140",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
5,크루즈 패밀리: 뉴 에이지,2021-05-05,"1,959,553,560",4.8%,"1,994,226,560","222,226","225,818","1,082","21,119",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
6,극장판 귀멸의 칼날: 무한열차편,2021-01-27,"2,044,649,290",5.0%,"19,939,216,830","209,972","2,069,816",548,"19,261",일본,일본,워터홀컴퍼니(주)
7,미나리,2021-03-03,"1,299,467,860",3.2%,"10,182,109,210","143,926","1,129,508",701,"16,282",미국,미국,판씨네마(주)
8,스파이럴,2021-05-12,"1,278,892,690",3.1%,"1,278,892,690","128,928","128,928",691,"20,122",헝가리,헝가리,(주)올스타엔터테인먼트
9,내일의 기억,2021-04-21,"1,232,214,520",3.0%,"3,025,641,660","125,712","332,944",625,"15,855",한국,한국,"(주)아이필름코퍼레이션,씨제이 씨지브이(CJ CGV)(주)"
10,파이프라인,2021-05-26,"840,187,490",2.0%,"840,187,490","96,311","96,311",777,"12,204",한국,한국,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스"
11,명탐정 코난: 비색의 탄환,2021-04-16,"717,693,410",1.7%,"2,166,776,100","76,885","229,980",457,"7,168",일본,일본,(주)씨제이이엔엠
12,극장판 콩순이: 장난감나라 대모험,2021-05-05,"653,801,130",1.6%,"653,801,130","74,592","74,592",690,"8,120",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
13,도라에몽: 스탠바이미 2,2021-05-19,"644,299,040",1.6%,"644,299,040","73,914","73,914",631,"6,704",일본,일본,(주)스마일이엔티
14,내가 죽기를 바라는 자들,2021-05-05,"511,060,350",1.2%,"511,060,350","54,949","54,949",669,"10,870",미국,미국,워너브러더스 코리아(주)
15,노매드랜드,2021-04-15,"353,578,540",0.9%,"738,027,620","37,382","78,789",173,"3,446",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
16,해리포터와 아즈카반의 죄수,2004-07-16,"316,425,510",0.8%,"11,772,271,010","32,087","1,865,469",182,"2,210",미국,미국,워너브러더스 코리아(주)
17,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,2021-04-28,"220,196,200",0.5%,"239,579,400","26,723","29,143",195,"2,445",영국,영국,주식회사 컨텐츠썬
18,아들의 이름으로,2021-05-12,"203,054,760",0.5%,"209,263,760","23,442","24,180",423,"5,597",한국,한국,(주)엣나인필름
19,내겐 너무 소중한 너,2021-05-12,"199,479,620",0.5%,"212,039,620","22,342","23,721",449,"5,253",한국,한국,(주)파인스토리
20,아이들은 즐겁다,2021-05-05,"155,307,470",0.4%,"178,130,470","18,163","21,334",445,"3,695",한국,한국,"메가박스중앙(주)플러스엠,(주)영화사울림"
21,서복,2021-04-15,"172,229,430",0.4%,"3,628,177,450","17,639","385,409",502,"1,689",한국,한국,(주)씨제이이엔엠
22,마크맨,2021-04-28,"134,511,900",0.3%,"198,413,200","16,849","26,152",210,"3,040",미국,미국,(주)디스테이션
23,보이저스,2021-05-26,"116,826,460",0.3%,"116,826,460","14,189","14,189",387,"2,892",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
24,학교 가는 길,2021-05-05,"103,762,710",0.3%,"130,409,710","13,530","16,859",90,"1,065",한국,한국,(주)영화사 진진
25,굴뚝마을의 푸펠,2021-05-26,"110,643,510",0.3%,"110,643,510","12,818","12,818",250,"1,985",일본,일본,"(주)리틀빅픽쳐스,(주)레드로버"
26,베르테르,2021-05-05,"223,809,000",0.5%,"223,809,000","12,646","12,646",68,"1,034",한국,한국,CGV ICECON
27,빅 피쉬,2004-03-05,"116,744,700",0.3%,"593,369,700","12,495","84,734",111,"1,751",미국,미국,"(주)팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜"
28,혼자 사는 사람들,2021-05-19,"93,992,500",0.2%,"93,992,500","10,517","10,517",159,"1,815",한국,한국,주식회사 더쿱
29,브리짓 존스의 일기,2001-09-01,"62,725,730",0.2%,"72,079,730","9,193","10,938",69,674,영국,영국,"(주)제이앤씨미디어그룹,UIP코리아"
30,자산어보,2021-03-31,"74,117,600",0.2%,"2,996,373,490","8,673","338,608",175,"1,233",한국,한국,메가박스중앙(주)플러스엠
31,슈퍼노바,2021-05-12,"71,787,740",0.2%,"73,057,740","8,512","8,667",184,"1,784",영국,영국,(주)디스테이션
32,더 파더,2021-04-07,"70,050,660",0.2%,"382,350,790","8,309","44,840",82,947,영국,영국,판씨네마(주)
33,링: 더 라스트 챕터,2021-05-12,"67,491,970",0.2%,"67,491,970","7,331","7,331",85,981,중국,중국,(주)박수엔터테인먼트
34,"좋은 빛, 좋은 공기",2021-04-28,"49,031,520",0.1%,"62,869,090","7,172","8,937",62,807,한국,한국,(주)엣나인필름
35,"그 시절, 우리가 좋아했던 소녀",2012-08-22,"46,715,530",0.1%,"419,208,090","6,454","59,059",109,946,대만,대만,"(주)이놀미디어,(주)드림팩트엔터테인먼트,(주)미로스페이스,씨너스엔터테인먼트(주),(주)미로비젼,(주)박수엔터테인먼트"
36,부활: 그 증거,2020-10-08,"46,544,000",0.1%,"391,684,820","5,296","47,269",15,144,한국,한국,(주)영화사 진진
37,애플,2021-05-26,"35,802,060",0.1%,"35,802,060","4,759","4,759",85,634,기타,기타,(주)다자인소프트
38,미스,2021-05-12,"35,850,730",0.1%,"35,850,730","4,362","4,362",105,839,프랑스,프랑스,"예지림엔터테인먼트,주식회사 더쿱"
39,화녀,1971-04-01,"28,032,500",0.1%,"28,032,500","4,084","4,084",43,699,한국,한국,(주)다자인소프트
40,어른들은 몰라요,2021-04-15,"40,970,450",0.1%,"338,043,850","4,033","34,659",85,650,한국,한국,(주)리틀빅픽쳐스
41,500일의 썸머,2010-01-21,"36,608,390",0.1%,"2,342,576,290","3,969","295,428",111,673,미국,미국,"(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)"
42,바람과 함께 사라지다,1972-12-23,"36,598,180",0.1%,"108,831,910","3,939","29,310",52,455,미국,미국,(주)피터팬픽쳐스
43,범털 2: 쩐의 전쟁,2021-05-13,"20,614,890",0.1%,"20,614,890","3,783","3,783",30,329,한국,한국,(주)피터팬픽쳐스
44,클래식,2003-01-30,"32,670,000",0.1%,"136,799,400","3,667","18,907",26,329,한국,한국,(주)시네마서비스
45,"2021 스웨그 에이지 : 외쳐, 조선!",2021-05-13,"32,588,600",0.1%,"32,588,600","3,371","3,371",34,572,한국,한국,(주)위즈온센
46,비커밍 아스트리드,2021-05-12,"28,638,470",0.1%,"30,420,470","3,259","3,457",70,790,기타,기타,알토미디어(주)
47,8월의 크리스마스,1998-01-24,"31,374,000",0.1%,"223,322,100","3,225","31,371",54,643,한국,한국,"한국영상투자개발(주),(주)싸이더스"
48,꼬마 마법사 레미 : 견습 마법사를 찾아서,2021-05-19,"35,949,300",0.1%,"35,949,300","3,190","3,190",65,552,일본,일본,(주)얼리버드픽쳐스
49,고질라 VS. 콩,2021-03-25,"31,009,410",0.1%,"6,771,384,130","3,172","703,235",62,337,미국,미국,워너브러더스 코리아(주)
50,쇼크 웨이브 2,2021-05-20,"16,959,300",0.0%,"16,959,300","3,130","3,130",61,312,중국,중국,(주)누리픽쳐스
51,적호서생,2021-04-29,"21,577,420",0.1%,"30,667,640","3,062","4,373",23,437,중국,중국,찬란
52,"쿠오바디스,아이다",2021-05-19,"24,908,940",0.1%,"26,373,940","2,953","3,133",44,521,기타,기타,M&M 인터내셔널
53,인트로덕션,2021-05-27,"23,818,690",0.1%,"23,818,690","2,651","2,651",91,573,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
54,바그다드 카페 : 디렉터스컷,2016-07-14,"16,671,000",0.0%,"175,002,309","2,524","24,273",16,455,독일,"독일,미국","주식회사 왓챠,(주)팝엔터테인먼트"
55,쿠사마 야요이: 무한의 세계,2021-05-19,"19,863,670",0.0%,"21,493,670","2,425","2,588",38,440,미국,미국,오드
56,신비아파트 뮤지컬 시즌3 : 뱀파이어왕의 비밀,2021-05-22,"34,841,000",0.1%,"34,841,000","2,325","2,325",55,432,한국,한국,(주)씨제이이엔엠
57,프로페서 앤 매드맨,2021-06-02,"20,832,000",0.1%,"20,832,000","2,195","2,195",8,19,미국,미국,그린나래미디어(주)
58,듄: 드리프터,2021-04-28,"11,175,000",0.0%,"12,048,000","2,178","2,322",46,199,영국,영국,(주)스토리제이
59,노바디,2021-04-07,"16,849,040",0.0%,"1,274,881,750","2,161","134,037",59,264,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
60,라라랜드,2016-12-07,"14,432,000",0.0%,"30,970,712,708","2,047","3,755,821",14,268,미국,미국,판씨네마(주)
61,크라이시스,2021-05-20,"10,232,500",0.0%,"10,232,500","2,000","2,000",50,113,독일,독일,(주)누리픽쳐스
62,윈드 리버: 감독판,2017-09-21,"13,594,470",0.0%,"73,395,070","1,973","9,547",35,510,미국,미국,"(주)다자인소프트,(주)유로커뮤니케이션"
63,배드 헤어,2021-05-05,"13,857,140",0.0%,"13,857,140","1,869","1,869",30,214,미국,미국,(주)디스테이션
64,키퍼스,2021-05-12,"16,431,340",0.0%,"16,431,340","1,784","1,784",97,756,영국,영국,(주)이놀미디어
65,파이터,2021-03-18,"8,754,000",0.0%,"56,810,090","1,748","8,048",3,8,한국,한국,㈜인디스토리
66,더 박스,2021-03-24,"10,264,940",0.0%,"951,294,340","1,710","122,469",13,126,한국,한국,(주)씨네필운
67,레 미제라블,2021-04-15,"13,851,850",0.0%,"86,544,840","1,676","10,530",31,284,프랑스,프랑스,(주)영화사 진진
68,새해전야,2021-02-10,"8,310,000",0.0%,"1,572,183,850","1,662","171,500",7,8,한국,한국,(주)에이스메이커무비웍스
69,유다 그리고 블랙 메시아,2021-04-22,"13,977,040",0.0%,"75,381,330","1,659","8,841",61,335,미국,미국,워너브러더스 코리아(주)
70,컨저링 2,2016-06-09,"15,499,490",0.0%,"15,774,873,719","1,597","1,930,202",73,366,미국,미국,워너브러더스 코리아(주)
71,라야와 마지막 드래곤,2021-03-04,"14,033,630",0.0%,"2,972,822,390","1,532","321,686",16,125,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
72,토토리! 우리 둘만의 여름,2021-05-19,"13,599,580",0.0%,"13,599,580","1,450","1,450",63,378,노르웨이,노르웨이,(주)팝엔터테인먼트
73,컨저링,2013-09-17,"13,424,590",0.0%,"16,366,650,367","1,437","2,264,195",69,344,미국,미국,워너브러더스 코리아(주)
74,파리의 별빛 아래,2021-05-05,"12,523,350",0.0%,"13,713,350","1,435","1,554",34,403,프랑스,프랑스,판씨네마(주)
75,더 랍스터,2015-10-29,"10,202,680",0.0%,"501,232,420","1,415","60,841",36,273,영국,"영국,그리스,아일랜드,네덜란드,프랑스","(주)팝엔터테인먼트,(주)영화사오원,(주)브리즈픽처스"
76,어쌔신 프리스트 벡맨,2021-05-05,"6,961,500",0.0%,"6,961,500","1,366","1,366",50,75,미국,미국,라온아이(주)
77,베르나르다 알바,2021-04-28,"26,502,000",0.1%,"37,550,500","1,299","1,865",25,326,한국,한국,(주)트리플픽쳐스
78,1917,2020-02-19,"8,868,500",0.0%,"7,941,793,360","1,281","879,410",13,223,미국,미국,(주)스마일이엔티
79,푸드 몬스터,2021-05-19,"9,922,860",0.0%,"9,922,860","1,142","1,142",62,211,중국,중국,(주)이놀미디어
80,소울,2021-01-20,"9,718,490",0.0%,"19,032,294,740","1,071","2,047,875",17,117,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
81,부활,2020-07-09,"7,428,000",0.0%,"177,638,250",965,"22,381",4,23,한국,한국,(주)중헌홀딩스
82,"조제, 호랑이 그리고 물고기들",2021-03-31,"8,560,200",0.0%,"220,048,440",939,"24,266",2,37,일본,일본,(주)팝엔터테인먼트
83,미션 파서블,2021-02-17,"4,480,000",0.0%,"4,064,406,600",896,"447,059",2,3,한국,한국,(주)메리크리스마스
84,아이 엠 어 히어로,2016-09-21,"5,735,500",0.0%,"1,816,952,900",838,"214,280",31,336,일본,일본,(주)영화사 빅
85,구독좋아요알림설정,2021-05-19,"8,376,600",0.0%,"8,376,600",787,787,16,255,미국,미국,주식회사 왓챠
86,테넷,2020-08-26,"5,418,000",0.0%,"18,475,077,170",762,"2,000,251",32,198,미국,미국,워너브러더스 코리아(주)
87,아르코 라이브 뮤지컬 인사이드 윌리엄,2021-05-26,"13,517,500",0.0%,"13,517,500",751,751,14,119,한국,한국,(주)아이디어랩
88,여중생A,2018-06-20,"7,209,500",0.0%,"819,847,000",722,"98,708",18,76,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
89,나소흑전기: 첫만남편,2021-04-22,"7,426,300",0.0%,"51,967,800",710,"5,430",34,120,중국,중국,(주)디스테이션
90,까치발,2021-06-03,"6,684,000",0.0%,"9,110,000",708,"1,184",2,6,한국,한국,(주)시네마달
91,예르미타시 예술의 힘,2021-05-12,"11,942,500",0.0%,"11,942,500",664,664,21,253,이탈리아,이탈리아,CGV ICECON
92,소년시절의 너,2020-07-09,"6,018,280",0.0%,"676,247,830",660,"80,507",14,108,중국,중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
93,코드 기아스: 부활의 를르슈,2021-04-28,"6,756,100",0.0%,"10,063,100",626,"1,006",29,153,일본,일본,(주)얼리버드픽쳐스
94,레옹,1995-02-18,"6,049,220",0.0%,"355,385,520",625,"46,663",19,182,프랑스,프랑스,"(주)제이앤씨미디어그룹,(주)팝파트너스"
95,광대: 소리꾼,,"5,544,000",0.0%,"6,934,000",604,750,3,20,한국,한국,트윈플러스파트너스(주)
96,썰,2021-06-03,"5,346,000",0.0%,"5,346,000",594,594,5,6,한국,한국,(주)스마일이엔티
97,라스트 레터,2021-02-24,"2,942,000",0.0%,"99,599,650",588,"11,889",3,3,일본,일본,(주)스튜디오 산타클로스엔터테인먼트
98,리스타트,2021-03-11,"2,937,000",0.0%,"356,329,620",587,"40,059",1,2,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
99,중경삼림,1995-09-02,"5,359,800",0.0%,"640,923,070",572,"68,668",5,76,홍콩,홍콩,(주)디스테이션
100,마미,2014-12-18,"3,886,000",0.0%,"486,704,544",565,"61,063",13,170,캐나다,"캐나다,프랑스",(주)엣나인필름
101,피아니스트,2003-01-01,"5,298,220",0.0%,"114,722,450",556,"15,327",18,173,프랑스,프랑스,"(주)씨네월드,(주)드림팩트엔터테인먼트"
102,시네마 천국,1990-07-07,"3,845,500",0.0%,"373,402,000",547,"60,453",11,124,프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트"
103,비밀의 정원,2021-04-08,"2,885,000",0.0%,"66,332,690",545,"8,394",4,71,한국,한국,필름다빈
104,"사랑하고 사랑받고, 차고 차이고",2021-04-08,"5,100,380",0.0%,"70,256,990",541,"7,567",24,146,일본,일본,(주)라이크콘텐츠
105,더 레이서,2021-02-24,"2,686,000",0.0%,"102,225,540",537,"12,654",3,3,기타,기타,(주)다자인소프트
106,둥글고 둥글게,,"5,310,000",0.0%,"5,310,000",531,531,1,1,한국,한국,(주)영화사 진진
107,시월애,2000-09-09,"4,220,000",0.0%,"10,856,000",507,"1,626",36,135,한국,한국,브에나비스타인터내셔널코리아
108,포겟 미 낫-엄마에게 쓰는 편지,2021-06-03,"4,662,000",0.0%,"4,662,000",496,496,1,5,한국,한국,커넥트픽쳐스(주)
109,코스믹 씬,2021-04-22,"3,037,000",0.0%,"34,748,810",481,"5,463",8,13,미국,미국,(주)제이앤씨미디어그룹
110,미드웨이,2019-12-31,"3,133,500",0.0%,"8,231,956,030",460,"958,669",29,160,미국,미국,(주)누리픽쳐스
111,너의 이름은.,2017-01-04,"3,854,250",0.0%,"30,079,630,136",452,"3,738,434",5,39,일본,일본,메가박스중앙(주)플러스엠
112,#위왓치유,2021-06-03,"3,789,000",0.0%,"3,789,000",432,432,1,5,기타,기타,찬란
113,언어의 정원,2013-08-14,"3,542,970",0.0%,"508,594,393",418,"76,515",5,41,일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트"
114,뻐꾸기도 밤에 우는가,1981-03-01,"2,756,000",0.0%,"2,756,000",407,407,19,118,한국,한국,(주)다자인소프트
115,25시,1978-07-07,"810,000",0.0%,"17,428,000",405,"8,632",1,12,프랑스,"프랑스,이탈리아,유고슬라비아",
116,리틀 포레스트,2018-02-28,"2,804,500",0.0%,"11,944,588,185",404,"1,508,661",13,109,한국,한국,메가박스중앙(주)플러스엠
117,오명,,"834,000",0.0%,"32,771,600",402,"6,865",1,16,미국,미국,
118,라라미에서 온 사나이,,"746,000",0.0%,"6,602,000",373,"3,446",1,16,미국,미국,
119,별의 목소리 X 초속5센티미터,,"2,800,880",0.0%,"2,800,880",346,346,5,40,일본,일본,(주)미디어캐슬
