■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2022-01-20,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202101~202106   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2021년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
591,바이킹: 블러드 워,2021-04-05,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,(주)영화사 안다미로
591,볼빨간 가정부,2021-04-09,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)영화사히트
591,스와핑 : 상사의 아내 2,2021-04-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,어쩌다 구멍동서,2021-04-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,워 히어로: 솔져 오브 갓,2021-04-19,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,(주)영화사 안다미로
591,구멍동생,2021-04-05,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,케이엘 픽쳐스
591,내 학생의 엄마 5,2021-04-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,밀애 : 예쁜 며느리,2021-04-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,스와핑 : 친구의 아내 3,2021-04-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,친구 엄마들 3 무삭제,2021-04-11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,며느리 : 탐스러운 육체 무삭제,2021-04-18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,왕게임 : 노예가 된 어린 여자들,2021-04-01,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,마법사필름
591,관전녀2 - 무삭제판,2021-04-29,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
591,엄마의 연애 2,2021-04-25,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,형수님의 하얀 속살,2021-04-27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,핫바디 처제 무삭제판,2021-04-05,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영진크리에이티브
591,"영안실, 야간근무자",2021-04-01,"1,000",0.0%,"1,000",1,1,1,1,기타,기타,주식회사 루믹스미디어
591,첫사랑,,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)룬컴퍼니
591,며느리 : 잘못된 관계 무삭제,2021-04-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,하숙집 : 그녀들의 신음소리 무삭제,2021-04-04,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,처제가 왜 거기서 나와? - 무삭제판,2021-04-07,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
591,미세스 잘주리 미스 안주리 - 무삭제판,2021-04-21,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
591,섹스의 세계 - 무삭제판,2021-04-07,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
591,구멍새댁 무삭제,2021-04-25,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,매력적인 장모님,2021-04-13,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,어린 엄마4 - 무삭제판,2021-04-15,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
591,우즈벡 사돈처녀 무삭제,2021-04-01,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
591,거유 새엄마와 형제들,2021-04-14,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,21살승하의아이돌비밀일기-무삭제,2021-04-21,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,스마일컨텐츠
591,기쁜 우리 야한 밤,2021-04-15,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)코빈커뮤니케이션즈
591,엄마와 형수는 내가 지켜,2021-04-15,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)코빈커뮤니케이션즈
591,오디션 : 너를 보여줘,2021-04-14,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,엔트리커뮤니케이션즈
591,욕구불만 자매들 : 형부가 출장 간 날 무삭제,2021-04-15,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,뷰소프트
591,로드 투 러브,2021-04-30,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,아이콘택트,2021-04-30,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,노브라의 거유녀 아사히,2021-04-26,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,뜨거운 도련님의 아랫도리,2021-04-26,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,흥건한 새엄마,2021-04-26,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,무한정사(무삭제),2021-04-26,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,오디씨네마
591,형수님과 새누나,2021-04-26,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,보험왕의특별한마사지,2021-04-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,스마일컨텐츠
591,적극적인 신입 AV 여배우,2021-04-06,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)빅콘미디어
591,롯폰기:불타는 하룻밤 무삭제판,2021-04-01,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,하마사키마오의 은밀한 수영강습 무삭제판,2021-04-01,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,오피스와이프:질펀한 야근,2021-04-02,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,욕구 터진 유부녀들,2021-04-01,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,새엄마들:만족시켜줘,2021-04-01,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,유부녀를 노리는 나쁜 손길,2021-04-02,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,A형젖큰여자친구_무삭제,2021-04-08,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,스마일컨텐츠
591,섹스 끝판왕,2021-04-17,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,케이엘 픽쳐스
591,음란한 유부녀의 은밀한 재택근무,2021-04-09,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,음탕한 여자들:뜨거운 정사,2021-04-09,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,음란클리닉:거유만 노리는 의사,2021-04-09,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,몸 달은 새엄마의 유혹,2021-04-09,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
591,커플전용 하숙집,2021-04-07,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,뷰소프트
591,예쁜식모2 : 취집전략,2021-04-30,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)룬컴퍼니
591,구멍동서 2 감독판,2021-04-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,선셋 시네마
591,불륜은 바람을 타고 주렁주렁,2021-04-15,"1,000",0.0%,"1,000",1,1,1,1,일본,일본,주식회사 미콘
591,스와핑-초대된남과여,2021-04-13,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)더레드엔터테인먼트
667,성북 감독전: 상영 7분 전,,0,0.0%,0,0,0,1,1,한국,한국,
667,성북 감독전: 상영 7분 전- 지금 당장 시리즈,,0,0.0%,0,0,0,1,1,한국,한국,
667,르자오의 좋은 사람들,,0,0.0%,0,0,0,1,2,중국,중국,
667,테우리,2020-07-09,0,0.0%,"4,414,980",0,520,1,1,한국,한국,(주)26컴퍼니
667,무림외전,,0,0.0%,0,0,0,1,2,중국,중국,
667,야행,1977-04-23,0,0.0%,"496,000",0,248,1,2,한국,한국,
667,치코와 리타,2012-01-05,0,0.0%,"127,915,600",0,"16,043",1,1,스페인,"스페인,영국",찬란
667,살인나비를 쫓는 여자,1979-12-08,0,0.0%,"2,687,500",0,318,1,2,한국,한국,
667,천년호,,0,0.0%,"2,352,000",0,"1,176",1,2,한국,한국,
667,암살자,,0,0.0%,"840,000",0,481,1,2,한국,한국,
667,나는보리,2020-05-21,0,0.0%,"86,337,360",0,"12,061",1,1,한국,한국,(주)영화사 진진
합계,,,"23,542,365,690",,"610,168,503,683","2,562,285","78,059,600","16,737","331,282",,,
,,,,,,,,,,,,
● 2021년 03월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
1,미나리,2021-03-03,"7,604,837,970",25.2%,"7,614,253,970","842,174","843,183","1,162","78,530",미국,미국,판씨네마(주)
2,극장판 귀멸의 칼날: 무한열차편,2021-01-27,"5,965,023,230",19.8%,"14,528,832,580","620,165","1,513,272",758,"45,502",일본,일본,워터홀컴퍼니(주)
3,고질라 VS. 콩,2021-03-25,"3,786,910,320",12.6%,"3,786,910,320","400,880","400,880","1,295","26,730",미국,미국,워너브러더스 코리아(주)
4,라야와 마지막 드래곤,2021-03-04,"2,807,841,770",9.3%,"2,814,159,770","303,616","304,318","1,056","32,094",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
5,소울,2021-01-20,"1,528,855,380",5.1%,"18,939,826,060","157,646","2,038,279",784,"17,075",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
6,미션 파서블,2021-02-17,"1,061,223,720",3.5%,"4,051,451,200","113,447","444,579",778,"15,009",한국,한국,(주)메리크리스마스
7,더 박스,2021-03-24,"747,473,730",2.5%,"747,473,730","93,198","93,198",372,"3,113",한국,한국,(주)씨네필운
8,중경삼림,1995-09-02,"484,840,370",1.6%,"614,701,170","49,781","65,834",336,"6,484",홍콩,홍콩,(주)디스테이션
9,카오스 워킹,2021-02-24,"403,567,880",1.3%,"1,227,869,480","47,074","146,900",720,"8,342",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
10,최면,2021-03-24,"399,800,610",1.3%,"399,800,610","44,118","44,118",506,"5,722",한국,한국,(주)스마일이엔티
11,톰과 제리,2021-02-24,"396,184,390",1.3%,"1,163,773,600","44,029","135,362",883,"6,832",미국,미국,워너브러더스 코리아(주)
12,모리타니안,2021-03-17,"362,686,650",1.2%,"362,686,650","40,506","40,506",586,"8,709",미국,미국,(주)디스테이션
13,리스타트,2021-03-11,"352,724,620",1.2%,"352,724,620","39,370","39,370",529,"7,575",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
14,자산어보,2021-03-31,"252,843,850",0.8%,"253,788,850","37,649","37,838","1,250","3,920",한국,한국,메가박스중앙(주)플러스엠
15,반지의 제왕 : 반지원정대,2001-12-31,"431,291,040",1.4%,"431,329,040","35,503","35,522",185,"2,607",미국,미국,"워너브러더스 코리아(주),(주)시네마서비스"
16,반지의 제왕 : 왕의 귀환,2003-12-17,"327,078,730",1.1%,"4,679,701,730","26,095","726,691",168,"1,446",미국,미국,"워너브러더스 코리아(주),CJ ENM"
17,반지의 제왕 : 두개의 탑,2002-12-19,"305,823,830",1.0%,"305,907,830","25,811","25,853",176,"1,358",미국,미국,"워너브러더스 코리아(주),(주)시네마서비스"
18,브레이브 언더 파이어,2021-03-17,"117,845,400",0.4%,"117,845,400","14,922","14,922",203,"2,636",러시아,러시아,(주)박수엔터테인먼트
19,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,"279,817,500",0.9%,"279,817,500","14,528","14,528",90,"1,881",한국,한국,"CGV ICECON,씨제이포디플렉스 주식회사"
20,웨이 다운,2021-03-11,"120,956,030",0.4%,"120,956,030","13,743","13,743",309,"3,039",스페인,스페인,(주)누리픽쳐스
21,아이 씨 유,2021-03-11,"117,569,750",0.4%,"117,569,750","12,810","12,810",113,"2,237",영국,영국,(주)홈초이스
22,고백,2021-02-24,"84,679,600",0.3%,"231,734,600","11,604","32,579",238,"2,384",한국,한국,(주)리틀빅픽쳐스
23,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,"83,604,000",0.3%,"787,515,610","10,483","87,996",38,846,일본,일본,(주)애니플러스
24,정말 먼 곳,2021-03-18,"70,564,880",0.2%,"73,507,880","8,662","9,057",204,"1,796",한국,한국,그린나래미디어(주)
25,러빙 빈센트,2017-11-09,"80,029,260",0.3%,"3,362,915,021","8,462","421,160",114,"1,600",영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
26,태극기 휘날리며,2004-02-05,"56,941,700",0.2%,"15,745,556,200","7,093","2,552,659",75,"1,371",한국,한국,"(주)다자인소프트,(주)쇼박스"
27,그녀가 사라졌다,2021-03-17,"61,723,800",0.2%,"61,723,800","7,042","7,042",143,"1,925",호주,호주,(주)스튜디오디에이치엘
28,스파이의 아내,2021-03-25,"61,228,970",0.2%,"61,228,970","7,035","7,035",120,940,일본,일본,M&M 인터내셔널
29,암모나이트,2021-03-11,"50,005,530",0.2%,"50,005,530","5,820","5,820",207,"1,774",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
30,파이터,2021-03-18,"44,138,090",0.1%,"44,745,090","5,796","5,881",74,937,한국,한국,㈜인디스토리
31,퍼펙트 케어,2021-02-19,"46,653,740",0.2%,"227,902,740","5,761","27,337",101,621,미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
32,더 레이서,2021-02-24,"46,292,040",0.2%,"99,539,540","5,647","12,117",137,818,기타,기타,(주)다자인소프트
33,워 위드 그랜파,2021-02-24,"41,245,080",0.1%,"125,136,310","4,835","15,214",296,966,미국,미국,"(주)키다리이엔티,(주)태양미디어그룹"
34,아무도 없는 곳,2021-03-31,"32,862,410",0.1%,"32,862,410","4,730","4,730",374,548,한국,한국,(주)엣나인필름
35,라스트 레터,2021-02-24,"39,407,740",0.1%,"95,696,150","4,528","11,180",133,"1,200",일본,일본,(주)스튜디오 산타클로스엔터테인먼트
36,아르코 라이브 뮤지컬 호프,2021-03-03,"90,163,000",0.3%,"90,163,000","4,509","4,509",10,193,한국,한국,(주)아이디어랩
37,내일도 우린 사랑하고 있을까,2021-03-11,"31,768,800",0.1%,"31,768,800","4,451","4,451",129,"1,090",중국,중국,(주)디스테이션
38,해리 포터와 불의 잔,2005-12-01,"42,986,500",0.1%,"22,097,731,900","4,322","3,499,257",30,353,미국,미국,워너브러더스 코리아(주)
39,와일드 마운틴 타임,2021-03-24,"35,076,910",0.1%,"35,076,910","4,072","4,072",272,"1,843",영국,영국,"(주)영화사 빅,(주)태양미디어그룹"
40,"조제, 호랑이 그리고 물고기들",2021-03-31,"28,701,310",0.1%,"28,701,310","4,001","4,001",388,719,일본,일본,(주)팝엔터테인먼트
41,쁘떼뜨,2021-03-10,"33,256,200",0.1%,"33,256,200","3,915","3,915",105,"1,251",독일,독일,예지림엔터테인먼트
42,허트 로커,2010-04-22,"33,789,830",0.1%,"1,336,499,030","3,895","177,735",75,889,미국,미국,"(주)까멜리아이엔티,(주)스마일이엔티,(주)넥스트엔터테인먼트월드(NEW)"
43,해길랍,2021-03-31,"25,995,640",0.1%,"26,491,640","3,844","3,907",223,293,기타,기타,오드
44,커피 오어 티,2021-03-31,"27,529,470",0.1%,"27,529,470","3,766","3,766",119,176,중국,중국,(주)넥스트엔터테인먼트월드(NEW)
45,랜드,2021-03-17,"24,080,300",0.1%,"24,080,300","3,722","3,722",25,371,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
46,해피 투게더,1998-08-22,"31,066,610",0.1%,"309,760,320","3,680","33,971",35,573,홍콩,홍콩,(주)디스테이션
47,국카스텐 콘서트 실황 : 해프닝,2021-03-24,"62,325,000",0.2%,"62,325,000","3,485","3,485",54,729,한국,한국,CGV ICECON
48,유어 아이즈 텔,2021-03-11,"23,015,760",0.1%,"23,015,760","3,370","3,370",103,698,일본,일본,"(주)리틀빅픽쳐스,주식회사 더쿱"
49,아수라도,2021-03-18,"27,725,060",0.1%,"27,725,060","3,166","3,166",101,759,한국,한국,(주)제이앤씨미디어그룹
50,노바디,2021-04-07,"20,391,000",0.1%,"20,391,000","2,913","2,913",22,23,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
51,프라미싱 영 우먼,2021-02-24,"22,644,900",0.1%,"55,816,900","2,904","7,230",60,494,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
52,라라의 신비한 모험,2021-03-18,"23,300,050",0.1%,"23,300,050","2,808","2,808",165,592,기타,기타,와이드 릴리즈(주)
53,부활: 그 증거,2020-10-08,"20,945,000",0.1%,"273,960,320","2,715","34,062",8,73,한국,한국,(주)영화사 진진
54,잃어버린 얼굴 1895,2021-02-24,"47,893,500",0.2%,"116,466,000","2,613","6,384",63,549,한국,한국,(재)서울예술단
55,부활,2020-07-09,"21,930,010",0.1%,"135,226,510","2,495","17,032",39,238,한국,한국,(주)중헌홀딩스
56,태양을 덮다,2021-03-11,"16,525,420",0.1%,"16,720,420","2,476","2,515",21,188,일본,일본,(주)트리플픽쳐스
57,화양연화,2000-10-20,"23,789,520",0.1%,"974,954,200","2,453","110,024",25,282,홍콩,"홍콩,프랑스",(주)디스테이션
58,타락천사,1995-12-23,"22,599,790",0.1%,"95,458,920","2,319","9,873",31,208,홍콩,홍콩,(주)디스테이션
59,트웬티 해커,2021-03-24,"13,485,500",0.0%,"13,485,500","2,301","2,301",74,230,한국,한국,(주)도어이앤엠
60,어니스트 씨프,2021-02-03,"13,609,400",0.0%,"724,854,260","2,278","82,388",5,17,미국,미국,(주)올스타엔터테인먼트
61,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,2021-02-25,"21,647,420",0.1%,"62,002,030","2,181","6,290",74,657,일본,일본,(주)애니플러스
62,디 아더 사이드,2021-03-25,"12,659,990",0.0%,"12,659,990","2,112","2,112",20,136,기타,기타,찬란
63,세자매,2021-01-27,"13,103,690",0.0%,"701,932,930","2,094","83,245",19,214,한국,한국,(주)리틀빅픽쳐스
64,아이카,2021-03-25,"18,720,440",0.1%,"18,720,440","2,089","2,089",38,256,기타,기타,(주)디오시네마
65,더블패티,2021-02-17,"16,607,520",0.1%,"132,609,660","2,043","15,383",24,82,한국,한국,"(주)케이티알파,판씨네마(주)"
66,북스마트,2021-01-27,"9,758,000",0.0%,"108,654,680","1,951","16,380",3,12,미국,미국,(주)콘텐츠판다
67,원초적 본능,2021-03-18,"12,946,000",0.0%,"12,946,000","1,927","1,927",32,466,미국,미국,(주)제이앤씨미디어그룹
68,타오르는 여인의 초상,2020-01-16,"13,180,000",0.0%,"1,293,261,338","1,914","153,945",33,494,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
69,아비정전,1990-12-22,"14,016,270",0.0%,"208,641,670","1,871","28,716",32,376,홍콩,홍콩,(주)디스테이션
70,반딧불이 딘딘과 용감한 곤충 탐험대,2021-03-25,"16,278,070",0.1%,"16,278,070","1,849","1,849",99,297,중국,중국,(주)씨네필운
71,공동경비구역 JSA,2000-09-08,"15,830,500",0.1%,"25,533,200","1,819","3,094",57,543,한국,한국,CJ ENM
72,빛과 철,2021-02-18,"13,288,610",0.0%,"83,919,760","1,801","10,348",45,397,한국,한국,찬란
73,원더 우먼 1984,2020-12-23,"8,992,000",0.0%,"4,947,583,400","1,798","548,695",4,7,미국,미국,워너브러더스 코리아(주)
74,조제,2020-12-10,"8,731,000",0.0%,"1,896,675,540","1,746","212,439",6,11,한국,한국,워너브러더스 코리아(주)
75,패왕별희 디 오리지널,2017-03-30,"13,132,500",0.0%,"948,698,960","1,661","104,951",68,92,중국,중국,"(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트"
76,포제서,2021-03-11,"15,118,280",0.1%,"17,716,280","1,654","1,881",80,551,캐나다,캐나다,(주)제이앤씨미디어그룹
77,새해전야,2021-02-10,"10,988,270",0.0%,"1,563,873,850","1,633","169,838",44,158,한국,한국,(주)에이스메이커무비웍스
78,리틀드래곤 코코넛2: 정글대탐험,2021-02-24,"13,578,930",0.0%,"35,175,910","1,621","4,241",147,342,독일,독일,(주)팝엔터테인먼트
79,해변의 에트랑제,2021-02-18,"15,191,750",0.1%,"49,396,100","1,606","5,313",22,222,일본,일본,(주)팝엔터테인먼트
80,헬렌: 내 영혼의 자화상,2021-02-25,"12,397,150",0.0%,"23,792,100","1,566","2,996",40,297,기타,기타,(주)영화사 진진
81,영웅본색,1987-05-23,"10,316,000",0.0%,"124,562,400","1,539","18,445",33,333,홍콩,홍콩,(유)조이앤시네마
82,늑대와 춤을,1991-03-31,"7,153,000",0.0%,"94,739,420","1,430","11,757",6,10,미국,미국,"(주)더세컨드웨이브,(주)영화특별시에스엠씨"
83,당신의 사월,2021-04-01,"11,007,000",0.0%,"12,960,500","1,190","1,482",2,11,한국,한국,(주)시네마달
84,카페 소사이어티,2016-09-14,"7,337,000",0.0%,"1,062,501,166","1,087","128,643",32,436,미국,미국,"찬란,CGV아트하우스"
85,인천스텔라,2021-03-25,"9,304,870",0.0%,"9,423,870","1,060","1,077",50,315,한국,한국,(주)영화사 그램
86,멀리가지마라,2021-03-04,"7,687,500",0.0%,"10,648,500","1,046","1,375",34,244,한국,한국,(주)영화사오원
87,엽기적인 그녀,2001-07-26,"10,269,290",0.0%,"35,442,380","1,043","3,443",91,213,한국,한국,"이언픽쳐스,(주)시네마서비스"
88,"구라, 베토벤",2021-02-25,"5,767,700",0.0%,"21,690,100",992,"3,594",9,96,한국,한국,목영이엔엠
89,시간의 끝에서 널 기다려,2021-02-17,"5,399,200",0.0%,"40,809,400",932,"5,222",21,79,홍콩,홍콩,(주)디스테이션
89,서치,2018-08-29,"6,411,500",0.0%,"25,295,011,345",932,"2,951,629",31,353,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
91,더 파더,2021-04-07,"7,679,500",0.0%,"17,102,500",905,"1,880",18,41,영국,영국,판씨네마(주)
92,2046,2004-10-15,"8,231,000",0.0%,"845,939,510",902,"128,332",20,111,홍콩,홍콩,"(주)디스테이션,이십세기폭스필름코퍼레이션"
93,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,"7,120,000",0.0%,"407,614,610",893,"46,377",17,102,일본,일본,(주)애니플러스
94,피넛 버터 팔콘,2021-04-07,"8,306,000",0.0%,"8,306,000",892,892,5,11,미국,미국,(주)팝엔터테인먼트
95,신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 전편,2021-03-24,"7,083,000",0.0%,"7,083,000",883,883,60,411,일본,일본,(주)얼리버드픽쳐스
96,빅쇼트,2016-01-21,"5,436,000",0.0%,"3,632,003,707",839,"448,059",27,250,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
97,나는 나를 해고하지 않는다,2021-01-28,"4,473,500",0.0%,"140,877,500",831,"18,399",7,36,한국,한국,(주)영화사 진진
98,불한당: 나쁜 놈들의 세상,2017-05-17,"8,970,710",0.0%,"7,751,114,735",810,"964,099",2,42,한국,한국,(주)씨제이이엔엠
99,밤빛,2021-03-04,"6,292,110",0.0%,"8,566,110",772,"1,041",31,365,한국,한국,영화배급협동조합 씨네소파
100,더 터널,2021-03-04,"7,060,550",0.0%,"7,060,550",768,768,36,265,기타,기타,예지림엔터테인먼트
101,모추어리 컬렉션,2021-01-21,"3,730,000",0.0%,"37,557,400",746,"4,693",2,3,미국,미국,(주)이놀미디어
102,너의 이름은.,2017-01-04,"7,336,940",0.0%,"30,074,967,976",733,"3,737,888",5,92,일본,일본,메가박스중앙(주)플러스엠
103,117편의 러브레터,2021-03-18,"5,362,770",0.0%,"5,922,770",720,832,18,183,헝가리,헝가리,알토미디어(주)
104,클로저,2005-02-03,"7,095,090",0.0%,"1,665,743,092",683,"248,409",21,147,미국,미국,"(주)스튜디오디에이치엘,(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아"
105,아일로,2021-03-18,"5,504,370",0.0%,"5,504,370",655,655,25,176,프랑스,프랑스,(주)에스와이코마드
106,신패왕화 : 예스마담,2021-03-04,"3,100,000",0.0%,"3,100,000",620,620,5,31,홍콩,홍콩,라온아이(주)
107,레컨,2021-02-27,"4,249,800",0.0%,"4,292,800",606,613,20,43,미국,미국,주식회사 풍경소리
108,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,"4,552,000",0.0%,"359,028,730",570,"44,739",15,86,일본,일본,(주)박수엔터테인먼트
109,부에노스 아이레스 제로 디그리,,"4,818,000",0.0%,"24,143,500",506,"2,496",7,62,홍콩,홍콩,(주)디스테이션
110,극장판 바이올렛 에버가든,2020-11-12,"4,715,950",0.0%,"518,043,670",484,"60,420",3,42,일본,일본,(주)라이크콘텐츠
111,주세페 베르디의 '레퀴엠',2021-03-02,"11,007,050",0.0%,"11,007,050",472,472,11,99,이탈리아,이탈리아,일미디어
112,"마진 콜: 24시간, 조작된 진실",2013-01-03,"3,021,000",0.0%,"53,800,500",463,"7,549",22,142,미국,미국,(주)팝파트너스
113,날씨의 아이,2019-10-30,"4,413,190",0.0%,"5,869,460,310",441,"716,008",5,82,일본,일본,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)"
114,드림빌더,2021-02-10,"2,593,500",0.0%,"157,287,640",435,"18,560",3,17,기타,기타,(주)트리플픽쳐스
115,정브르의 동물일기,2021-02-24,"2,956,500",0.0%,"9,597,000",429,"1,416",51,119,한국,한국,CGV ICECON
116,특명: 스피드 레스큐,2021-03-29,"2,144,000",0.0%,"2,144,000",427,427,21,25,홍콩,홍콩,와이드 릴리즈(주)
117,턴: 더 스트릿,2021-03-31,"3,226,000",0.0%,"3,226,000",414,414,27,29,한국,한국,(주)26컴퍼니
118,UFO 스케치,2021-03-04,"2,849,500",0.0%,"4,179,500",404,566,10,126,한국,한국,(주)마노엔터테인먼트
119,에로스: 왕가위 감독 특별판,,"3,660,500",0.0%,"12,880,500",403,"1,377",6,33,홍콩,홍콩,(주)디스테이션
120,팅커 테일러 솔저 스파이,2012-02-09,"3,564,000",0.0%,"666,727,200",396,"89,382",3,4,영국,"영국,프랑스,독일","(주)드림팩트엔터테인먼트,팝엔터테인먼트"
120,디지몬 어드벤처 : 라스트 에볼루션 인연,2021-02-17,"4,311,500",0.0%,"49,397,000",396,"4,739",29,73,일본,일본,(주)얼리버드픽쳐스
122,열혈남아,1989-10-14,"3,518,600",0.0%,"26,785,740",393,"3,051",15,72,홍콩,홍콩,(주)디스테이션
123,파라오,,"784,000",0.0%,"8,098,000",392,"4,044",1,12,미국,미국,
124,람보,1983-06-17,"4,045,440",0.0%,"4,139,440",380,416,32,108,미국,미국,(주)제이앤씨미디어그룹
125,더스트맨,2021-04-07,"3,492,000",0.0%,"4,976,000",374,589,3,5,한국,한국,(주)트리플픽쳐스
126,잊을 수 없는 모정,,"744,000",0.0%,"1,591,000",372,717,1,12,미국,미국,
