■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2022-01-20,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202101~202101   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2021년 01월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
190,무드 인디고,2014-12-11,"551,000",0.0%,"378,654,230",66,"47,064",1,5,프랑스,"프랑스,벨기에",(주)프레인글로벌
196,여자라는 것,,"439,000",0.0%,"439,000",65,65,1,2,일본,일본,
197,이다,2015-02-18,"630,000",0.0%,"120,991,345",63,"15,883",1,1,폴란드,"폴란드,덴마크",시네마 뉴원
197,불꽃과 여자,,"406,000",0.0%,"611,000",63,104,1,2,일본,일본,
197,미션 파서블,2021-02-17,"567,000",0.0%,"567,000",63,63,1,1,한국,한국,(주)메리크리스마스
200,너의 췌장을 먹고 싶어,2018-11-15,"559,570",0.0%,"413,704,075",62,"52,912",1,5,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
200,성춘향,1961-01-28,"175,000",0.0%,"19,215,000",62,"9,590",1,9,한국,한국,
202,제리 맥과이어,1997-02-01,"405,000",0.0%,"40,530,400",61,"5,519",2,16,미국,미국,(주)피터팬픽쳐스
202,동경의 황혼,,"412,000",0.0%,"5,359,000",61,876,1,2,일본,일본,
204,우리 청춘 후회 없다,,"390,000",0.0%,"390,000",60,60,1,2,일본,일본,
204,인턴의 입사교육,2021-01-14,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
204,황금화 : 엄마의 일기,2021-01-25,"300,000",0.0%,"300,000",60,60,1,1,홍콩,홍콩,(주)라온컴퍼니플러스
204,에이전트 미스터 찬,2021-01-25,"300,000",0.0%,"300,000",60,60,1,1,중국,중국,(주)라온컴퍼니플러스
204,기운센 시아버지,2021-01-22,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
204,이모네 미용실 문 닫는 날,2021-01-25,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
204,해브 어 나이스 데이,2021-01-25,"300,000",0.0%,"300,000",60,60,1,1,중국,중국,(주)라온컴퍼니플러스
204,18 성인배우 이수의 섹스 판타지,2021-01-26,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,18 클럽녀 새봄의 섹스 파티,2021-01-04,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,예쁜 여동생 5,2021-01-25,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,미스캡틴 : 섹시 히어로즈,2021-01-14,"300,000",0.0%,"300,000",60,60,1,1,미국,미국,(주)픽쳐레스크
204,섹스 소녀12,2021-01-03,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,2020년 마지막 섹스,2021-01-07,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,섹스 소녀 11,2021-01-02,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,어른장난감 : 제가 해드려요?,2021-01-22,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화
204,맛동생,2021-01-08,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화
204,너튜브 : 3인의 맛집,2021-01-08,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)담화
204,막나가는 남편후배,2021-01-22,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
204,여직원의 육체영업,2021-01-22,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
204,스트레스 제로,2021-02-03,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)트리플픽쳐스
204,소녀 소리를 보는 소녀,2021-01-08,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
204,마녀 마음을 듣는 소녀,2021-01-08,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
204,미소녀 파라다이스 베이글녀 마을,2021-01-12,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,(주)가온콘텐츠
204,18 BJ 하연의 화려한 테크닉,2021-01-12,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,예쁜 여동생 4,2021-01-18,"300,000",0.0%,"300,000",60,60,1,1,한국,한국,케이엘 픽쳐스
204,구멍청소부,2021-01-06,"300,000",0.0%,"300,000",60,60,1,1,일본,일본,(주)라온컴퍼니플러스
230,아이덴티피케이션 오브우먼(보디우먼),1989-11-25,"612,000",0.0%,"1,764,000",59,270,1,3,이탈리아,이탈리아,
230,밴드 웨건,,"118,000",0.0%,"4,448,000",59,"2,211",1,12,미국,미국,
230,그리고 우린 춤을 추었다,2020-11-25,"620,410",0.0%,"53,405,810",59,"6,062",1,10,프랑스,프랑스,(주)엣나인필름
230,걸후드,2020-11-12,"554,000",0.0%,"105,280,500",59,"12,212",1,4,프랑스,프랑스,(주)영화특별시에스엠씨
234,꽁치의 맛,,"397,000",0.0%,"8,695,000",57,"1,327",1,2,일본,일본,
235,정염,,"360,000",0.0%,"680,000",56,120,1,2,일본,일본,
235,윤희에게,2019-11-14,"549,000",0.0%,"977,180,609",56,"122,744",1,7,한국,한국,(주)리틀빅픽쳐스
235,백치,,"390,000",0.0%,"814,000",56,162,1,2,일본,일본,
238,나는 결백하다,,"137,500",0.0%,"12,118,500",53,"5,278",1,6,미국,미국,동양물산
238,전쟁과 애욕,,"106,000",0.0%,"3,612,000",53,"1,732",1,6,미국,미국,
238,천국이 허락한 모든 것,,"132,500",0.0%,"7,187,500",53,"3,242",1,5,미국,미국,
238,공작부인,,"273,000",0.0%,"2,282,000",53,"1,044",1,3,미국,미국,
238,피아니스트의 전설,2020-01-01,"368,000",0.0%,"393,756,462",53,"49,390",1,2,이탈리아,이탈리아,(주)라이크콘텐츠
243,"그리고, 살아간다",,"472,240",0.0%,"472,240",52,52,1,9,일본,일본,(주)미디어캐슬
243,아비정전,1990-12-22,"327,000",0.0%,"168,709,600",52,"24,104",1,11,홍콩,홍콩,(주)디스테이션
245,오르페우스,,"275,000",0.0%,"2,131,000",51,894,1,3,프랑스,프랑스,
246,페임,2009-09-24,"334,000",0.0%,"4,716,897,180",50,"643,088",1,2,미국,미국,"(주)다자인소프트,롯데쇼핑㈜롯데엔터테인먼트"
246,우정어린 설복,,"125,000",0.0%,"6,222,000",50,"3,100",1,6,미국,미국,
246,존 웨인의 기병대,,"100,000",0.0%,"14,565,000",50,"6,675",1,6,미국,미국,
246,오케이 마담,2020-08-12,"350,000",0.0%,"10,981,950,110",50,"1,229,018",1,1,한국,한국,메가박스중앙(주)플러스엠
246,에듀케이션,2020-11-26,"394,000",0.0%,"8,567,670",50,"1,038",2,18,한국,한국,영화배급협동조합 씨네소파
246,라 트라비아타,2018-03-04,"575,000",0.0%,"21,503,000",50,"1,494",1,1,독일,독일,(주)케빈앤컴퍼니
252,애비규환,2020-11-12,"307,500",0.0%,"207,282,300",49,"22,792",3,12,한국,한국,(주)리틀빅픽쳐스
252,다함께 여름!,2021-10-07,"280,000",0.0%,"280,000",49,49,1,3,프랑스,프랑스,M&M 인터내셔널
254,아이 엠 러브,2011-01-20,"470,000",0.0%,"439,587,406",47,"55,645",1,3,이탈리아,이탈리아,"(주)영화사 진진,(주)영화사 조제"
254,오긴,,"303,000",0.0%,"303,000",47,47,1,2,일본,일본,
256,작은 여우들,,"242,000",0.0%,"1,095,000",46,252,1,3,미국,미국,
256,미스터 로버츠,,"125,000",0.0%,"1,143,000",46,555,1,9,,,
256,그날이 온다,2020-12-09,"46,000",0.0%,"12,201,850",46,"1,361",10,46,영국,영국,(주)제이앤씨미디어그룹
256,세상의 모든 디저트: 러브 사라,2021-02-04,"234,000",0.0%,"528,000",46,75,1,3,영국,영국,(주)티캐스트
256,마미,2014-12-18,"460,000",0.0%,"482,818,544",46,"60,498",1,3,캐나다,"캐나다,프랑스",(주)엣나인필름
256,보물섬,,"242,500",0.0%,"242,500",46,46,1,3,프랑스,프랑스,
262,패터슨,2017-12-21,"450,000",0.0%,"564,386,208",45,"68,178",1,3,프랑스,"프랑스,독일,미국",그린나래미디어(주)
262,편지,,"222,000",0.0%,"348,500",45,100,1,2,미국,미국,
262,지옥의 묵시록 파이널 컷,2020-11-26,"450,000",0.0%,"33,943,630",45,"3,663",1,3,미국,미국,(주)디스테이션
262,봉쇄수도원 카르투시오,2020-11-19,"359,470",0.0%,"40,591,180",45,"4,777",2,22,한국,한국,커넥트픽쳐스(주)
266,귀여운 여인,1990-09-15,"471,000",0.0%,"17,129,000",44,"1,701",3,6,미국,미국,브에나비스타픽쳐스
266,라우더 댄 밤즈,2016-10-27,"381,000",0.0%,"89,664,700",44,"11,187",1,4,노르웨이,"노르웨이,프랑스,덴마크",그린나래미디어(주)
266,작가 미상,2020-02-20,"285,000",0.0%,"107,682,960",44,"13,604",1,1,독일,독일,(주)영화사 진진
266,조난 + 여자 없는 세상,,"224,500",0.0%,"224,500",44,44,1,3,프랑스,프랑스,
266,내일을 위한 시간,2015-01-01,"354,000",0.0%,"344,491,900",44,"42,966",1,4,벨기에,"벨기에,프랑스,이탈리아",그린나래미디어(주)
266,작은 빛,2020-01-23,"220,000",0.0%,"17,283,960",44,"2,261",1,16,한국,한국,(주)시네마달
272,존 윅 3: 파라벨룸,2019-06-26,"372,500",0.0%,"8,234,819,358",43,"1,007,383",2,7,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
272,바르다가 사랑한 얼굴들,2018-06-14,"430,000",0.0%,"254,037,534",43,"31,524",1,3,프랑스,프랑스,(주)영화사 진진
272,맥추,,"288,000",0.0%,"5,520,000",43,888,1,2,일본,일본,
272,안티고네,2020-11-19,"360,910",0.0%,"89,652,360",43,"10,222",1,9,캐나다,캐나다,"그린나래미디어(주),(주)키다리이엔티"
276,베로니카의 이중생활,1991-11-09,"420,000",0.0%,"32,283,100",42,"3,917",1,3,프랑스,프랑스,"(주)영화사 안다미로,㈜영화사 백두대간"
276,프라미싱 영 우먼,2021-02-24,"210,000",0.0%,"210,000",42,42,1,1,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
276,춘희,,"84,000",0.0%,"14,175,000",42,"7,113",1,5,미국,미국,
279,방황하는 왕비,,"264,000",0.0%,"264,000",41,41,1,2,일본,일본,
280,원더풀 라이프,2001-12-09,"400,000",0.0%,"181,651,600",40,"22,043",1,3,일본,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간"
280,토네르,,"219,000",0.0%,"219,000",40,40,1,2,프랑스,프랑스,
280,기사푸라카스,,"80,000",0.0%,"1,492,000",40,746,1,6,프랑스,프랑스,
283,교실 안의 야크,2020-09-30,"193,470",0.0%,"93,716,210",39,"11,059",2,10,기타,기타,주식회사 슈아픽처스
284,제저벨,,"191,000",0.0%,"478,000",38,98,1,2,,,
285,내셔널 갤러리,2016-08-25,"264,500",0.0%,"45,292,100",37,"4,728",1,1,프랑스,"프랑스,미국",(주)영화사 진진
285,너의 췌장을 먹고 싶어,2017-10-25,"374,300",0.0%,"3,720,979,040",37,"467,962",1,7,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
285,원더,2017-12-27,"370,000",0.0%,"2,031,400,689",37,"267,039",1,2,미국,미국,"CGV아트하우스,그린나래미디어(주)"
285,이별의 아침에 약속의 꽃을 장식하자,2018-07-19,"315,970",0.0%,"329,180,630",37,"39,130",2,3,일본,일본,(주)미디어캐슬
285,7월 이야기,,"171,000",0.0%,"171,000",37,37,1,3,프랑스,프랑스,
290,멜랑콜리아,2012-05-17,"360,000",0.0%,"153,355,123",36,"19,937",1,2,덴마크,"덴마크,스웨덴,이탈리아,독일,프랑스","(주)엣나인필름,(주)팝엔터테인먼트"
291,장고,,"92,500",0.0%,"3,570,500",35,"1,533",1,7,,,
292,4시의 악마,,"68,000",0.0%,"670,000",34,335,1,6,미국,미국,
292,모로코로 가는 길,,"68,000",0.0%,"2,396,000",34,"1,198",1,8,미국,미국,
292,여로,,"68,000",0.0%,"18,470,000",34,"8,991",1,4,미국,미국,
292,글렌 밀러 스토리,,"68,000",0.0%,"4,633,000",34,"2,147",1,6,미국,미국,
296,로맨틱 코미디,2020-12-03,"185,000",0.0%,"5,833,040",33,687,2,19,미국,미국,(주)영화사 안다미로
296,천화,2018-01-25,"297,000",0.0%,"14,170,900",33,"1,776",1,1,한국,한국,(주)맑은시네마
296,"나, 다니엘 블레이크",2016-12-08,"330,000",0.0%,"744,014,460",33,"99,254",1,3,영국,영국,(주)영화사 진진
296,거북섬의 표류자들,,"170,000",0.0%,"170,000",33,33,1,3,프랑스,프랑스,
296,피안화,,"221,000",0.0%,"4,361,332",33,696,1,2,일본,일본,
296,황색리본,,"66,000",0.0%,"6,148,000",33,"2,915",1,4,미국,미국,
296,서칭 포 슈가맨,2012-10-11,"330,000",0.0%,"212,222,100",33,"29,505",1,3,스웨덴,"스웨덴,영국",판씨네마(주)
303,프랭크,2014-09-25,"320,000",0.0%,"419,358,145",32,"53,524",1,3,영국,"영국,아일랜드",(주)영화사 진진
303,퍼스트 러브,2020-12-17,"306,000",0.0%,"34,764,500",32,"3,999",2,12,일본,일본,와이드 릴리즈(주)
305,동주,2016-02-17,"209,000",0.0%,"8,918,954,963",31,"1,176,782",1,5,한국,한국,메가박스중앙(주)플러스엠
306,누구를 위한 반역인가,,"60,000",0.0%,"3,722,000",30,"1,856",1,4,미국,미국,
306,고스트 스토리,2017-12-28,"265,000",0.0%,"73,710,458",30,"8,667",1,4,미국,미국,"(주)리틀빅픽쳐스,주식회사 더쿱"
308,환상의 마로나,2020-06-11,"269,000",0.0%,"57,131,960",29,"6,086",1,7,프랑스,프랑스,찬란
308,미스터트롯: 더 무비,2020-10-22,"58,000",0.0%,"1,288,754,100",29,"150,119",1,6,한국,한국,(주)영화사 그램
308,블루 재스민,2013-09-25,"246,000",0.0%,"1,059,573,500",29,"144,693",3,10,미국,미국,(주)인벤트스톤
308,협상,2018-09-19,"320,000",0.0%,"17,032,453,166",29,"1,967,750",1,7,한국,한국,(주)씨제이이엔엠
308,아듀 필리핀,,"162,000",0.0%,"1,436,000",29,231,1,3,프랑스,"프랑스,이탈리아",
308,"싸이더:애,심",,"83,000",0.0%,"681,000",29,223,1,8,한국,한국,주식회사 씨엠닉스
314,포기와 베스,2020-10-06,"799,900",0.0%,"19,823,900",28,786,6,6,미국,미국,(주) 인스터 글로벌
314,맨느 오세앙,,"152,000",0.0%,"1,930,000",28,302,1,3,프랑스,프랑스,
314,백엔의 사랑,2016-06-16,"228,900",0.0%,"43,097,000",28,"5,752",2,6,일본,일본,주식회사 씨네룩스
314,일대종사,2013-08-22,"201,000",0.0%,"735,468,000",28,"101,711",1,1,중국,중국,CGV아트하우스
318,달려오는 사람들,,"54,000",0.0%,"4,712,000",27,"2,351",1,4,미국,미국,
319,오루에 쪽으로,,"149,000",0.0%,"1,668,000",26,298,1,3,,,
319,인생,1995-05-27,"228,000",0.0%,"3,193,000",26,527,1,5,중국,중국,
319,카일라스 가는 길,2020-09-03,"104,000",0.0%,"71,394,540",26,"9,415",1,5,한국,한국,(주)영화사 진진
319,위플래쉬,2015-03-12,"174,000",0.0%,"13,130,017,665",26,"1,642,410",1,2,미국,미국,"워터홀컴퍼니(주),(주)쇼박스"
319,극장판 미니특공대: 햄버거괴물의 습격,2020-09-30,"214,540",0.0%,"466,063,620",26,"57,883",2,6,한국,한국,(주)리틀빅픽쳐스
324,교수님의 이중생활,2021-01-26,"71,000",0.0%,"71,000",25,25,20,20,한국,한국,(주)영진크리에이티브
324,치와와,2021-07-16,"240,910",0.0%,"423,910",25,48,2,7,일본,일본,(주)미디어캐슬
326,가을 햇살,,"161,000",0.0%,"5,707,000",24,879,1,2,일본,일본,
326,퐁네프의 연인들,1992-04-18,"210,000",0.0%,"68,978,200",24,"8,776",1,8,프랑스,프랑스,오드
326,산딸기 2,1985-02-02,"48,000",0.0%,"3,051,000",24,"1,523",1,4,한국,한국,
326,음악,2021-07-14,"233,400",0.0%,"233,400",24,24,1,6,일본,일본,(주)미디어캐슬
326,media art work screening 열다섯 번째 정기 상영회,,"96,000",0.0%,"96,000",24,24,1,1,한국,한국,
331,뉴욕 라이브러리에서,2018-10-11,"162,000",0.0%,"56,070,600",23,"5,615",1,1,미국,미국,(주)영화사 진진
331,제자리에서 (인디스데이),,"175,000",0.0%,"175,000",23,23,1,7,한국,한국,
331,레이니 데이 인 뉴욕,2020-05-06,"180,500",0.0%,"786,800,200",23,"88,791",3,10,미국,미국,"그린나래미디어(주),(주)버킷스튜디오"
331,당신이 잠든 사이에,1995-05-13,"207,000",0.0%,"16,344,400",23,"1,741",1,4,미국,미국,
331,야생의 순수,,"46,000",0.0%,"5,595,000",23,"2,649",1,4,프랑스,"프랑스,이탈리아,영국",
336,"킬링,",2021-04-07,"194,510",0.0%,"194,510",22,22,2,6,일본,일본,(주)미디어캐슬
336,원 챈스,2014-03-13,"117,000",0.0%,"593,531,100",22,"81,047",1,2,영국,"영국,미국","(주)라이크콘텐츠,(주)넥스트엔터테인먼트월드(NEW)"
336,테스와 보낸 여름,2020-09-10,"88,000",0.0%,"91,106,250",22,"10,214",1,5,네덜란드,네덜란드,(주)팝엔터테인먼트
336,달빛 아래서,,"44,000",0.0%,"4,794,000",22,"2,392",1,3,미국,미국,
340,페이블,2021-07-22,"189,510",0.0%,"189,510",21,21,1,2,일본,일본,"(주)콘텐츠판다,쇼치쿠"
341,섹시한 이웃 자매-무삭제판,,"100,000",0.0%,"100,000",20,20,1,1,한국,한국,(주)나우콘텐츠
341,친구 여동생,2021-01-18,"66,000",0.0%,"66,000",20,20,20,20,한국,한국,(주)영진크리에이티브
341,살아남은 사람들,2021-02-10,"166,500",0.0%,"1,892,500",20,264,1,2,헝가리,헝가리,알토미디어(주)
341,용병: 에라스모를 지켜라,,"100,000",0.0%,"100,000",20,20,1,1,미국,미국,
341,페럴 월드,,"100,000",0.0%,"100,000",20,20,1,1,미국,미국,
346,러브X독,2021-06-16,"169,500",0.0%,"169,500",19,19,2,5,일본,일본,(주)미디어캐슬
346,베이 오브 사일런스,2021-01-14,"23,000",0.0%,"23,000",19,19,5,19,영국,영국,㈜코리아스크린
346,세 아내에게 온 편지,,"38,000",0.0%,"2,246,000",19,955,1,2,미국,미국,
346,고종황제와 의사 안중근,,"38,000",0.0%,"7,525,000",19,"3,754",1,2,한국,한국,
346,머리카락,2020-12-10,"141,000",0.0%,"2,646,670",19,298,2,14,한국,한국,"목영이엔엠,(주)다자인소프트"
346,공포분자,2020-09-17,"129,000",0.0%,"43,489,630",19,"5,621",1,3,기타,기타,(주)에이썸엔터테인먼트
352,아내를 녹여버린 농부,,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
352,똥값에 팔린 순결: 저를 품어주세요,,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
352,미망인의 음탕한 냄새: 침묵의 절정,,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
352,나눠 먹기: 돌려진 처녀성,,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
352,흑인 도깨비 방망이: 뚝딱 나온 오르가즘,,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
352,처제 왜 거기서 나와,,"90,000",0.0%,"90,000",18,18,1,1,한국,한국,(주)나우콘텐츠
352,아이들의 시간,,"101,000",0.0%,"139,000",18,26,1,2,미국,미국,
352,잘못 먹은 처제,,"90,000",0.0%,"90,000",18,18,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
352,질풍론도,,"202,970",0.0%,"202,970",18,18,1,4,일본,일본,(주)미디어캐슬
361,홍등,1993-01-01,"142,000",0.0%,"3,466,000",17,703,1,5,중국,중국,
361,블러드하운드,2021-01-07,"101,000",0.0%,"101,000",17,17,5,17,미국,미국,(주)퍼스트런
363,도둑까치,2020-11-03,"240,000",0.0%,"3,965,600",16,153,3,3,이탈리아,이탈리아,일미디어
363,"소년, 소녀를 만나다",1996-01-13,"187,000",0.0%,"7,853,000",16,"1,015",1,1,프랑스,프랑스,오드
363,제국,1997-11-01,"16,000",0.0%,"36,000",16,36,4,16,중국,중국,(주)제이앤씨미디어그룹
363,붉은 수수밭,1989-09-09,"145,000",0.0%,"8,356,000",16,"2,597",1,4,중국,중국,
367,빅 트리,,"37,500",0.0%,"1,105,500",15,540,1,3,미국,미국,
367,프란츠,2017-07-20,"94,000",0.0%,"153,137,300",15,"21,032",1,2,프랑스,프랑스,찬란
367,포획,,"71,000",0.0%,"302,000",15,59,1,2,미국,미국,
367,도망친 여자,2020-09-17,"130,000",0.0%,"86,558,240",15,"10,282",1,7,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
371,"설악, 산양의 땅 사람들",,"70,000",0.0%,"217,000",14,35,1,1,한국,한국,
371,1월 수요단편극장-인디스토리 쇼케이스: 사랑을 들여다보는 방법,,"112,000",0.0%,"112,000",14,14,1,1,한국,한국,
373,"조제, 호랑이 그리고 물고기들",2004-10-29,"118,000",0.0%,"523,163,636",13,"76,019",2,4,일본,일본,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티"
373,애니멀 크래커,2020-08-05,"66,000",0.0%,"1,028,925,740",13,"129,701",1,1,미국,미국,(주)이수C&E
373,나의 인생여행,2020-12-10,"65,000",0.0%,"4,822,210",13,603,1,13,영국,영국,(주)라이크콘텐츠
373,버든: 세상을 바꾸는 힘,2020-11-25,"13,000",0.0%,"18,780,570",13,"2,281",1,13,미국,미국,(주)제이앤씨미디어그룹
377,산티아고의 흰 지팡이,2020-03-19,"79,000",0.0%,"22,524,270",12,"3,452",1,13,한국,한국,제이리미디어
377,8년을 뛰어넘은 신부,2021-05-07,"86,470",0.0%,"86,470",12,12,1,4,일본,일본,(주)미디어캐슬
377,나의 사적인 여자친구,2015-01-08,"75,000",0.0%,"78,986,355",12,"9,971",1,3,프랑스,프랑스,찬란
380,보드랍게,,"55,000",0.0%,"662,000",11,116,1,1,한국,한국,(주)인디플러그
380,맹크,2020-11-18,"109,000",0.0%,"36,063,560",11,"4,036",1,1,미국,미국,메가박스중앙(주)플러스엠
380,운명,,"111,600",0.0%,"509,400",11,87,2,3,일본,일본,(주)미디어캐슬
380,귀주 이야기,1994-10-08,"108,000",0.0%,"2,855,000",11,490,1,4,중국,중국,
380,인 더 하우스,2013-07-04,"67,500",0.0%,"131,260,200",11,"18,012",1,2,프랑스,프랑스,찬란
385,토네이도 걸,,"107,000",0.0%,"280,000",10,32,2,5,일본,일본,
385,새벽을 알리는 루의 노래,2018-01-31,"100,000",0.0%,"75,229,800",10,"9,096",1,2,일본,일본,(주)미디어캐슬
385,반교: 디텐션,2020-08-13,"68,000",0.0%,"326,445,250",10,"36,415",1,3,기타,기타,(주)팝엔터테인먼트
385,스페셜 솔져,2020-12-22,"10,000",0.0%,"33,000",10,33,2,10,폴란드,폴란드,(유)조이앤시네마
385,고급창녀,2021-01-21,"10,000",0.0%,"10,000",10,10,8,10,한국,한국,(주)케이알씨지
390,피가로의 결혼,2020-05-01,"315,000",0.0%,"14,010,500",9,539,1,2,이탈리아,이탈리아,일미디어
391,몽마르트 파파,2020-01-09,"72,000",0.0%,"52,793,970",8,"7,187",1,4,한국,한국,(주)트리플픽쳐스
391,14의 밤,,"78,770",0.0%,"458,770",8,84,1,3,일본,일본,
391,"안녕, 티라노: 영원히, 함께",2019-08-14,"76,000",0.0%,"1,591,095,230",8,"203,675",1,4,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
391,탱크 투 베를린,2020-12-23,"8,000",0.0%,"1,498,740",8,204,1,8,러시아,러시아,(주)제이앤씨미디어그룹
391,매춘: 은밀한 제안들,2021-01-29,"8,000",0.0%,"8,000",8,8,8,8,한국,한국,(주)케이알씨지
396,판초에 새벽 바람을 품고,,"72,300",0.0%,"256,300",7,37,1,3,일본,일본,
396,아빠는 악당챔피언,,"72,000",0.0%,"72,000",7,7,2,3,일본,일본,
396,증발,2020-11-12,"63,000",0.0%,"29,723,300",7,"4,078",1,3,한국,한국,㈜인디스토리
399,미드나잇 버스,2021-02-04,"59,500",0.0%,"59,500",6,6,1,2,일본,일본,(주)라이크콘텐츠
399,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,"43,000",0.0%,"780,592,310",6,"97,398",1,4,일본,일본,(주)이수C&E
399,모호한 욕망의 대상,,"54,000",0.0%,"54,000",6,6,1,1,한국,한국,
399,두 개의 사랑,2017-12-28,"34,000",0.0%,"92,255,900",6,"11,690",1,2,프랑스,프랑스,(주)팝엔터테인먼트
403,살기 위하여,2009-04-16,"25,000",0.0%,"5,304,600",5,892,1,1,한국,한국,시네마달
403,하나와 앨리스,2004-11-17,"36,000",0.0%,"590,361,000",5,"92,933",1,1,일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)"
403,마티아스와 막심,2020-07-23,"60,000",0.0%,"112,592,420",5,"12,531",1,1,캐나다,캐나다,(주)엣나인필름
403,너는 착한 아이,2016-03-24,"42,000",0.0%,"42,109,300",5,"5,707",1,5,일본,일본,(주)디스테이션
403,바람바람,2021-01-20,"6,000",0.0%,"6,000",5,5,5,5,한국,한국,(주)룬컴퍼니
408,"오늘, 우리",2019-10-31,"28,000",0.0%,"7,699,600",4,"1,044",1,3,한국,한국,필름다빈
408,프리키 데스데이,2020-11-25,"35,000",0.0%,"451,260,690",4,"51,816",1,3,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
408,영 앤 뷰티풀,2013-12-05,"28,000",0.0%,"50,849,600",4,"6,696",1,1,프랑스,프랑스,찬란
408,성혜의 나라,2020-01-30,"36,000",0.0%,"15,651,980",4,"2,124",1,1,한국,한국,아이 엠
412,라 트라비아타,,"105,000",0.0%,"105,000",3,3,1,2,이탈리아,이탈리아,일미디어
413,바이올렛 에버가든 – 영원과 자동 수기 인형 -,2020-03-26,"19,000",0.0%,"110,279,370",2,"12,479",1,2,일본,일본,(주)라이크콘텐츠
413,고양이 집사,2020-05-14,"18,000",0.0%,"25,573,440",2,"2,990",1,1,한국,한국,㈜인디스토리
413,총을 들지 않는 사람들: 금기에 도전,2021-12-09,"10,000",0.0%,"115,000",2,17,1,1,한국,한국,(주)스튜디오 보난자
413,스카이와 친구들: 로보시티의 비밀,2020-12-10,"16,800",0.0%,"14,576,680",2,"1,759",1,1,기타,기타,와이드 릴리즈(주)
417,파이널 리벤지,2021-01-09,"1,000",0.0%,"1,000",1,1,1,1,터키,터키,(주)스토리제이
417,나쁜남자:남편 앞에서 당하다,2021-01-13,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,율이와 슬이,,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)메이크아트
417,원나잇 : 어플 만남의 목적,2021-01-15,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)온비즈넷
417,자매의교환섹스2-무삭제,2021-01-20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어
417,예쁜 리포터,2021-01-29,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)액티버스엔터테인먼트
